"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"4544","haythamzeidan","x6Pgq_vYxgA",14044239,3577,559,"200.991",97,NA
"1367","Blooregard58","PPicbIDJNmw",1905054,3575,56,"271.009",11,NA
"5165","jammers02","O1UoNRx_aJE",10391630,3575,250,"-2.16072e-173",32,NA
"7598","MSNCars","mq9guyg4hSM",9851179,3573,272,"289.626",106,NA
"303","ajjhelum","PKF_JmCLvBQ",1790293,3572,43,"327.613",69,NA
"592","AnimeXam","UETj3yOaOPM",8707386,3572,203,"341.58",9,NA
"1986","cheady20","ZgVnR2paf4o",24291617,3569,591,"-5.67772e-033",14,NA
"1987","cheady20","m98gp1UtLlA",25087302,3568,611,"1.53285e-125",14,NA
"5411","joespez","ys22gqEDT1U",7524347,3567,182,"330.193",50,NA
"7142","mich2000","3FxJ5JoXn68",3496786,3567,237,"117.819",24,NA
"5079","j0eg0d","IY0khf-okSs",9296509,3564,206,"360.671",117,NA
"12453","WulsinforCongress","V-VAMZZFN_w",6059178,3562,154,"312.983",3,NA
"2104","ChrisEdwards2004","zUh067U7E1A",23656600,3558,574,"329.349",147,NA
"6079","LAanNaANDChristY","T1KBZAlQu5g",13147362,3549,320,"327.858",23,NA
"7732","Nalghati","ixzFdhIFqkA",2915258,3549,65,"356.493",1,NA
"7984","nickynik","ISbFMBaHRME",11539364,3548,285,"322.638",46,NA
"2275","comedyhunter","V__ZvgPdSPU",9223703,3546,220,"334.287",167,NA
"12692","yoursongmeister","bSiM_02gOTo",9729438,3545,277,"280.704",14,NA
"5445","johnnysmooth","0dVWE4IYpuc",9645177,3544,230,"335.263",357,NA
"6420","lookkling","nzqQD4Jx3Qc",2270532,3544,98,"185.353",63,NA
"12028","VictorVTV","i977muV6Ts8",9660258,3540,232,"331.759",297,NA
"7172","MidnightChimes","_WzSOnjUb1E",7910582,3539,191,"329.868",65,NA
"5691","kainkusanagi","AKiP6mX4p9E",2801099,3538,69,"321.21",61,NA
"6363","LizBizToo","Uj6a7j4aLws",625864,3537,15,"315.908",62,NA
"1021","battim","vGM48piGuy8",15993127,3536,386,"331.387",171,NA
"7109","MethodicalMadness","83zigG6SEeA",14440573,3534,401,"287.789",39,NA
"9990","shaggymike","0JDkjgFoYJM",12787152,3534,319,"-1.#QNAN",14,NA
"11010","techvids052006","61EtVyDiOKg",6047215,3534,148,"326.032",651,NA
"6305","Lionsgrrr","AMexkOaZXfY",10216029,3533,239,"340.591",185,NA
"7519","mrissax3","CMhjl9j22go",9371378,3533,226,"330.752",75,NA
"9497","RogueBH","TZomYrkMzIc",5622262,3533,135,"332.164",17,NA
"9155","RationalResponse","L_Ba2mWLFAE",48081320,3530,3516,"109.362",186,NA
"1316","bledsoe2coates","c0eBzOiD4-Q",11917139,3529,289,"328.826",87,NA
"6529","lukelewisDOTnet","VOKt5ISKlMM",11364819,3529,319,"284.697",53,NA
"4605","Hersey2","lQpc9Qz3cGM",10112903,3527,238,"338.041",42,NA
"7366","mogwaves","K5KABq0CzqU",8845016,3527,211,"333.482",36,NA
"12675","youllfallslowly","c-SSh9kWy7U",1804858,3527,41,"344.311",16,NA
"6217","lenearharris","S7dbjOX0f_I",4879285,3520,120,"321.754",33,NA
"12021","VICERecordings","Dwg7MWPkqZ8",10101841,3520,242,"333.479",32,NA
"3874","french4clouds","W5wdPsvvero",9100808,3517,219,"1.0156e-074",25,NA
"7245","ministerofleisure","pCHN-1Yk5LI",59672832,3517,2383,"5.79586e-291",10,NA
"2928","DiGiTiLsOuL","PZk1Wbuiia0",16526967,3514,397,"332.553",276,NA
"12202","wallyworld","w9a85TLMncI",1228736,3514,30,"322.17",339,NA
"5671","jymdavis","4b0fdETmRng",5444475,3511,130,"334.41",18,NA
"611","AnonymousSinger","HPlyHDU6EK8",4721878,3508,283,"133.167",53,NA
"5802","kenwah52","dnvPNNXf7As",3075846,3505,77,"317.107",25,NA
"2308","conradoberg","MvrthgdAtUk",6361559,3502,154,"330.333",45,NA
"81","4473329","22h5MUtJBdQ",11796666,3501,296,"317.889",23,NA
"11118","TheBlackSh33p","DqMMArj9hD4",8753483,3499,212,"329.788",24,NA
"10246","sleeboss","INr8uAhfATU",10269112,3498,248,"329.116",34,NA
"12090","Vinchenzo900","4WCUlSlCl4E",9178368,3495,222,"329.799",25,NA
"7159","MickeyToss","rqZurK595eY",42363155,3491,1715,"197.57",174,NA
"7518","MrHenshin","O3q9gOknbUg",6479837,3490,156,"331.288",5,NA
"9330","reymisterio89","PIGRNM4TrSI",1872190,3489,46,"320.145",4,NA
"3872","freetruth101","j3BWAD4tGOE",15726364,3487,378,"6.01348e-154",37,NA
"7411","monokoma","RGMhupuM62I",198733,3486,5,"319.405",323,NA
"11401","tiffbschoanie","VJzPNgsMy4Q",14813502,3485,365,"324",19,NA
"5896","KiraXIII","YuyXsTK2Q1Y",24176299,3484,588,"328.233",7,NA
"8386","P40L0","7N0Fh8noHfA",5184000,3479,150,"275.172",19,NA
"1629","bry3500","RKTc_UnB5lY",6621293,3478,158,"334.048",99,NA
"10903","Taletha","qXHPJtM9O5M",9735267,3478,236,"330.017",13,NA
"10198","sixgrey","DtmdUzG1I9A",8302108,3476,204,"324.065",12,NA
"12683","youngdems","R_IcSf9GooQ",17996357,3476,438,"328.141",80,NA
"2037","cheztam","BigjrsI6lbA",1778782,3469,42,"334.906",9,NA
"7251","mintercondition","HIIl0mtN_iY",10838954,3469,254,"341.24",50,NA
"8382","oysteryogurt","W-KZeosvWqM",18651878,3466,449,"331.626",24,NA
"7416","Montagraph","2KcPG4wvrSc",14820524,3464,355,"334.082",115,NA
"7750","nalts","lBZpbCITpWo",10191892,3463,248,"327.838",696,NA
"3768","fopstra","9CmDq4GKSLw",21196349,3461,511,"331.235",43,NA
"12297","whereisyourboy4","XcPEo3P3fqA",5042495,3460,207,"194.095",68,NA
"10394","soimayvent","D-WRhLUH9uY",16295733,3457,393,"331.057",278,NA
"3594","fancygreenanorak","KhXLs_BZPPw",10023890,3451,242,"6.97875e-087",8,NA
"9890","seeprogress","beCqrEOjXss",4740062,3450,118,"321.404",462,NA
"12888","Zipster08","OxjHiXCt2Hc",2588458,3450,102,"200.395",628,NA
"11229","TheMoitah","wMxX_C8vVcA",6022163,3437,176,"272.595",4,NA
"6168","lccostajr","VGnNfTywjpk",7183603,3431,292,"196.676",2,NA
"4982","InsincereDave","2lz5SVlDST8",8853602,3428,214,"329.583",11,NA
"10815","SWITCHCRAFT","XJ1RtKJbn1Y",5870318,3426,139,"337.579",20,NA
"3045","DoctorSpudhead","vLSR5pEo72Q",4502059,3425,123,"292.127",100,NA
"8362","OttOmOlOtOv","DJgUZbneG0c",24847510,3423,598,"332.119",69,NA
"3948","funel","sK5-OhW-7eU",7601609,3422,198,"305.31",73,NA
"8733","pianoorlando","D4kNNACYAbM",8045006,3419,192,"334.409",15,NA
"839","autoblogitalia","mZUaot_yoUM",2644948,3418,64,"324.743",74,NA
"10971","teamrocketspy621","aW4ZGn3sWpk",6296178,3418,155,"324.858",83,NA
"6566","luvinxyu","172ms8tplL4",10851942,3417,265,"-1.90544e-223",74,NA
"6389","logbasher","7sGez9j3OMU",6585806,3416,161,"326.448",70,NA
"4565","heathgirl","Y0JxfcgSdvc",5271157,3410,146,"-5.4606e+274",10,NA
"6202","leisurist","a4LuNCYlvRs",4574231,3410,111,"327.87",4,NA
"11052","terryturner","-ZPRGA46NGA",8500566,3410,205,"330.074",122,NA
"5110","Jacobzladder","ELvJInyILd0",9849257,3403,240,"328.089",33,NA
"2131","christschool","g6laOv94VUU",14674997,3402,359,"326.15",4,NA
"7362","modbeedotcom","WbHGVrBfuSQ",10469193,3402,251,"333.19",229,NA
"6641","MagickSource","F4eRW8vS3Js",24465225,3392,593,"329.958",44,NA
"956","bananero","_gbVNvhsjKM",6238344,3391,150,"-9.75938e+210",20,NA
"1766","cand3sh0p","vf0tVEogDes",2799048,3390,100,"223.142",41,NA
"152","abiscula","aokmMDnzPqI",8118915,3389,200,"323.487",16,NA
"11886","unknown000000","vCwN4Vk_vi4",21444586,3389,599,"286.259",3,NA
"2309","conradoberg","IyuhyiVfr5c",12495077,3386,303,"329.016",45,NA
"9044","quasibarnes","eYUnzrd_QNU",6279473,3384,151,"-6.00293",22,NA
"648","applecore909","BgXqY6G4KqY",11411296,3381,277,"-1.#QNAN",3,NA
"1032","baZoo16","AHU5Nv2fvIM",14621241,3380,416,"280.466",3,NA
"8268","oneiblind30","TYxKwb5MShY",28000053,3378,684,"327.06",68,NA
"10186","Siroh32","rrwgBbIhyPc",12749343,3378,149,"682.113",54,NA
"174","acidmadness","D94AegQPmek",871919,3369,34,"202.787",0,NA
"10618","stompboxer","_Xg2lB1XNsc",26666310,3369,653,"326.328",28,NA
"3435","entertainmentgiant","RUhz3yk3ijI",12595418,3366,311,"323.089",316,NA
"1456","bombardeo21","bwfu8-VOTXE",378101,3363,9,"321.908",95,NA
"11984","vectorlyme","E3JSq0CkS8c",14773937,3363,358,"-1.#QNAN",52,NA
"12875","Zipster08","BOxCdzUr_Gs",8663155,3361,344,"200.924",628,NA
"8184","obie666","iAryy4mIDOQ",37379296,3360,906,"329.485",28,NA
"1976","charmomg","jNxb8kN6da0",3915547,3355,340,"92.0399",29,NA
"9037","QuafShizZle","yejArShAEgQ",6309832,3355,155,"3.06485e+257",6,NA
"2486","cybrspin","Kjrwvf2ikII",20601500,3354,520,"-6.41404e-199",21,NA
"2401","creativebna","fcmVa7D-t5M",10026011,3351,253,"316.043",40,NA
"6692","makotooki","VjvNH2LoUSE",7590637,3351,205,"-7.04722e-096",3,NA
"12020","vibber75","TdqXUYzKmWc",9426476,3349,230,"325.304",15,NA
"10072","shinymedia","3V7GM--xuIw",10074719,3348,243,"330.995",1044,NA
"1062","BeatlesBrasil","Ea6ZcfJspcI",18815843,3345,458,"328.335",25,NA
"7300","mithec","JczUaZSn3os",15028958,3344,367,"2.10093e-231",128,NA
"476","amsterdam78","6cHd6_AGJXE",18594121,3342,538,"276.006",44,NA
"11027","tempusmaster","U8DgdN_NHlQ",7879538,3340,187,"336.712",248,NA
"6480","loveseven","haEKOzSiMnQ",15284994,3336,370,"330.381",50,NA
"7538","mrpitifulband","7wj8-HkZ0XQ",7044076,3336,170,"330.884",42,NA
"8001","NightAlchemist6","uw-5CodiJRQ",8394266,3336,201,"332.718",16,NA
"3115","Dragonhood","-W441u8Hl5o",11941976,3335,290,"-8.50891e+307",100,NA
"3346","eleventooth","ubiNwxw11as",6726023,3334,181,"-1.#QNAN",25,NA
"3946","funel","aox9LWRF-Sk",11437124,3334,302,"301.862",73,NA
"414","AllyG90","dPYBJoj8-3k",20470416,3333,495,"330.185",12,NA
"7926","newname","NstZutNNliI",5536996,3332,229,"192.956",28,NA
"3105","drachnid01","DRvEE77g3ZI",10419840,3330,359,"231.897",16,NA
"10125","sideshowmonkey","zmk2we7yeII",3024575,3330,73,"330.79",15,NA
"3877","frenchmanofsteel","yF0ICUUX9-k",3722053,3323,105,"280.896",18,NA
"292","aimson","hEUxsihr4j4",3213426,3321,240,"107.107",72,NA
"7500","mqazafi","PPMCqDJHfeY",97310902,3321,2364,"329.154",579,NA
"6985","Medialink","M_YcQX81bjs",6791165,3317,162,"334.083",557,NA
"4603","herouknow","-n7eUMCK94w",7573230,3316,218,"-2.99747e+143",4,NA
"5779","Kelly1280","42M2aPzQDHg",5869751,3314,142,"329.781",100,NA
"4977","insaneshayne","AuUNph-_hl8",9756980,3313,230,"338.494",149,NA
"9362","RichieRich255","3Af_nzu7oKE",10062946,3313,243,"-2.52729e+284",20,NA
"10990","techvids052006","YjIGg1RQenQ",14736001,3311,357,"329.392",651,NA
"3555","eyesonfox","4QlzkL21JU8",20048572,3310,482,"332.514",136,NA
"7979","nickynik","-fYpc4Gwnjc",738028,3308,17,"334.967",46,NA
"2693","davicho1938","SLWsft3_pfk",10040204,3307,244,"327.911",39,NA
"3585","fajitameatpete","6SmX_09XG2c",2498820,3307,60,"332.411",40,NA
"2832","derya1907","Q2bByYgk4dk",1036573,3305,30,"276.316",13,NA
"5835","KidInfamous","koI5rvGEXBU",10869586,3305,264,"328.277",44,NA
"4683","Hogland","Zvspc2Z9Hc8",3508483,3304,241,"116.018",16,NA
"4721","horizon123","OSWB4jod3Ts",4644204,3304,127,"291.745",27,NA
"5257","jeffmichell51","ndWadGuc-Go",14908827,3301,368,"323.61",249,NA
"5347","Jimmy278","4-Cdrn6ghNc",15124367,3300,365,"-2.202e-286",26,NA
"417","almirCCR","XBMAXQ28V-w",11830637,3299,289,"327.217",41,NA
"6508","LucyToolFan123","Vdinl9AqfVM",15592803,3296,377,"330.364",15,NA
"1992","cheady20","CFtSw_zuO7c",11616708,3295,280,"1.6263e-018",14,NA
"3581","faiobbochd","-sWCW8gpwIM",1943662,3293,46,"328.871",38,NA
"8374","ox0UchihaSasuke0xo","c3Unc6mc5bs",11059325,3292,261,"3.06485e+257",130,NA
"4011","gabyduelo","keN17yEUIDo",9595755,3291,226,"338.552",39,NA
"5039","ItaloWestern","HjX9BS98Aqc",6645055,3291,189,"280.004",239,NA
"6245","liamh2","DRLCUWlMQXQ",5895412,3288,145,"324.055",384,NA
"7277","missmodernage","rDyhS6GpkmY",5128303,3288,125,"327.245",29,NA
"3118","dragontorc","AOuh44GOdqI",8798332,3287,215,"325.647",4,NA
"4219","godfree7","v2Q3G2DOS3s",3787537,3285,90,"334.231",271,NA
"5068","iwan13111980","na4HDTxEfWQ",8821767,3285,215,"327.826",24,NA
"12221","warnerbrosrecords","kjkPracnH1o",13427707,3284,329,"326.096",1056,NA
"9103","railspider","MIjdHVB8P6c",23097977,3280,643,"287.002",2,NA
"12274","wertkari","YsHvjNoRMpM",13797636,3274,336,"328.41",10,NA
"7181","mikazeronetwork","gF_DNA5X1wU",6159417,3272,169,"289.96",121,NA
"3941","funel","D0ebUvNSB9o",8286005,3268,211,"312.781",73,NA
"7879","NeoKamek","W1mvM7VmnAU",10026755,3268,244,"327.494",78,NA
"9957","SeventhSun","d2ATQCD2wHo",7079133,3268,203,"5.47542e-312",193,NA
"10471","sparkydevil","jHunkdFannM",13138788,3267,316,"1.58489e-260",7,NA
"8337","oregoniannews","JC8uWu6JRFo",8117120,3266,197,"329.289",323,NA
"2923","DiGiTiLsOuL","REXHxcIb9sw",29709605,3263,723,"328.567",276,NA
"9078","RachelAnn","V-IIubRDxyw",9758416,3263,242,"-6.56407e+141",14,NA
"9520","ronjak1","r0xxygbBCdU",5923397,3263,396,"119.42",6,NA
"882","AyaHaruhi","Ljl3jhS0E30",2762880,3260,76,"287.618",2,NA
"2964","DiscGolfer","UQ1H1Iq38rA",4100017,3260,91,"357.811",167,NA
"4318","grafinia","l9C2kEKvwuo",8014810,3260,193,"330.828",69,NA
"8432","papaquito","QmpjqBYyr_c",9870742,3259,240,"328.178",56,NA
"4116","GermanSeabass","oqj0Hq6FpkE",6670220,3257,159,"334.05",60,NA
"1938","ChallengingMedia","3exzMPT4nGI",16757491,3255,422,"317.941",187,NA
"8714","Phoenixproductions05","-0wZqhyavpo",NA,3254,252,"328.344",76,NA
"1214","BillyBughead","E2CuCvP6l14",20437870,3252,491,"332.346",39,NA
"5887","kingoffist","6rYcxUCs5vI",14143400,3251,343,"329.26",111,NA
"490","amy04","q6QnjVygeKU",22563459,3248,599,"301.146",103,NA
"5740","katlitter","dlLqmYVjo_I",12524107,3248,296,"338.075",53,NA
"1803","carlitos287","kvn9cU8YS5o",10788030,3246,334,"258.083",22,NA
"11924","usanewsnetwork","PRc33Ow2di0",17261719,3246,420,"328.325",48,NA
"8499","Paulkid","479sEEbSif0",6641380,3245,193,"274.511",90,NA
"7200","mikemartello","8fKSoB2GByM",11274037,3240,277,"324.823",58,NA
"2172","Clausule","DspcTcVslsI",7225360,3238,177,"326.193",504,NA
"3659","FiendishKitten","bh8VgMbX60A",2656450,3238,86,"243.526",28,NA
"11343","TheXcorps","vntuoenFnMQ",14277692,3235,348,"327.465",61,NA
"9849","SDShields","Qjg41GTC07Q",14440565,3228,401,"287.788",13,NA
"3857","fredhassen","fVoa7zXzDxs",15382646,3227,388,"1.18463e+033",188,NA
"5686","Kagome1nonly","gcBlyB6sp2I",13236428,3226,322,"-1.21224e-302",25,NA
"6101","LaLineaWebSite","v3lM93zZV20",8668402,3225,209,"-1.52917e-048",14,NA
"10503","splash46","g8fjeG5oCGQ",8261288,3224,200,"330.289",26,NA
"456","amiga2000","3oPeelOnlmQ",22033064,3222,529,"332.744",117,NA
"1879","cbsection8","3CgIPx3GDwU",3001098,3220,113,"211.755",26,NA
"2002","CheckItOutNowNYC","MHwhObPhwCM",3891974,3220,93,"333.879",155,NA
"4422","H20Ghost","GCOZBr7pSAQ",17762776,3220,427,"332.113",9,NA
"4472","hallwayfilms","rflqtWuAZ5Q",11415689,3220,276,"329.59",8,NA
"9501","Rokuzen","a7pXZZO2nHw",20983266,3219,512,"5.40438e-299",7,NA
"5195","jawmunji","_lELKyZwlxc",6854624,3218,161,"339.14",22,NA
"2987","DITC","W18_B3jIUlM",3316669,3216,78,"2.7405e+168",4,NA
"1100","benczc","QOq6rNe2G50",1966745,3214,48,"326.4",166,NA
"10504","splash46","pACePi441ds",7495342,3214,180,"331.544",26,NA
"75","3horizon","_7VO5AW92Pg",21278914,3212,515,"330.017",12,NA
"7624","mukunda108","JlP162B8OEE",6554747,3212,180,"289.821",176,NA
"10681","suchidobu","SnoB0kfns4s",11219851,3211,271,"330.82",27,NA
"10977","Teazah","I8-g-Tm9EFw",8600223,3210,235,"291.863",38,NA
"6162","LazyMann","m8inRc3NgmM",16550378,3207,398,"331.652",11,NA
"1959","chapsbryan","s7MnI2ADEzw",7388749,3204,181,"324.852",41,NA
"7138","MicaDOG","XdWJ_G-th0I",7297182,3204,175,"331.893",13,NA
"3159","DrMontague","TELnCaP5mRU",19728919,3200,551,"285.94",132,NA
"10106","shoujoneko","zihRj44f_ts",7801990,3200,190,"328.185",11,NA
"11326","TheXcorps","IZNW_Y3OOb4",15162666,3200,369,"327.818",61,NA
"109","8islam","hM9mp8gGMqU",14045841,3198,393,"285.556",38,NA
"11372","thoughtfix","c1nS9kOtA7A",7924569,3196,186,"339.905",104,NA
"11784","uberdorkyness","QaoKpNHDxM4",7930099,3196,218,"289.681",74,NA
"1609","BrooklynFeralCat","aKka3gBu73Q",9136592,3195,220,"330.718",2,NA
"11980","vdoevidence911","Jq1Vmv6ZOgw",9538772,3194,235,"323.993",66,NA
"10387","softlens","jGy3x9Rabqs",19300795,3193,791,"-1.#QNAN",4,NA
"11961","VanDiemensLand1220","c-LleBQYMNg",7771133,3191,216,"287.251",31,NA
"9821","scottandscott","BvjwgzPrD2w",23161422,3190,561,"330.086",8,NA
"1169","bigfatkunt","cAaqSnGa7Uc",2795095,3189,97,"228.94",16,NA
"2886","DianaPoland","SjAykcGDbJA",9647273,3186,235,"327.429",4,NA
"4881","iloveiriya","EYAeNbE808s",9787178,3182,237,"328.807",14,NA
"4677","Hogland","EQoQTuw4JZA",801728,3181,66,"96.2055",16,NA
"10472","sparkygirl266","ZtMTWUBym58",8169862,3180,196,"-1.#QNAN",56,NA
"1560","BrettVincent","ifr4zLZ9lvM",5250411,3177,169,"247.35",44,NA
"7104","metallo2006","h3QoRNrsZ6k",18665457,3171,454,"-1.#QNAN",165,NA
"9085","Radioboy","6SSwMQQVzNY",1167708,3170,29,"311.381",20,NA
"12728","yukiokapi","ICxYlpE8lCM",18206297,3170,484,"300.303",6,NA
"9866","sebastiancloud","Ti8nJYmC7W0",12628535,3169,306,"329.841",20,NA
"9428","robin1010","f1ou8b7N-SA",2787316,3166,65,"337.738",38,NA
"2362","cpg1973","4iLKi_8pnz8",11423106,3165,276,"330.714",237,NA
"5260","JeffPassino","zCYq4HZVmV8",24538258,3161,598,"327.846",5,NA
"4166","gilzenygold","zCQga8h74FQ",4904261,3160,277,"140.991",0,NA
"4716","hoover4000","fylvyS2YpKk",12393474,3157,300,"329.614",989,NA
"9538","roxiepluto","BqqdbstSicQ",10467034,3155,196,"400",37,NA
"7163","MickeyToss","rv3dqjgLeCg",76052381,3150,1843,"330.039",174,NA
"8518","paulrowley1969","ssjuay3aiiA",8869784,3148,240,"294.617",34,NA
"4593","HenshinBass","Yf9vc8xHBVc",7234054,3146,178,"324.287",94,NA
"8434","papichulo811","ioxbz1VaKTk",4280380,3146,102,"7.75711e-085",27,NA
"10219","SkiesUNLiMiTED","PKCXiuDfwso",3990613,3143,95,"334.836",23,NA
"4590","henderob","U921apEoUCQ",1349561,3141,35,"306.453",38,NA
"4110","GeoPix","EPXKvXPRlqE",21025766,3138,506,"332.054",5,NA
"11923","usanewsnetwork","sFweJSH4Rko",16164065,3135,395,"3.11743e-077",48,NA
"11422","timmydm","v7sNC_N366s",2695400,3133,76,"281.087",40,NA
"2871","Dexterboy124","hc4fp1ACX6k",8757276,3130,242,"-3.11736e+275",119,NA
"1502","bpfrecords","oT06n5rs3Bs",4251666,3129,105,"323.182",28,NA
"1594","briolson","rpsNNsZcKzo",21525646,3129,539,"319.45",15,NA
"11405","TigerDirectBlog","IwbA6_B1k2M",8533146,3129,211,"322.222",1135,NA
"8740","picolini","GQuUS_hYUxs",9511040,3123,236,"321.846",21,NA
"9610","RyanTDean","jTqkDQUEYDY",18402055,3121,447,"329.176",25,NA
"4328","grazon","pxQJP-FaKY0",3581227,3120,140,"203.052",82,NA
"10533","ss4234","OKB4UMdwvZI",11980755,3118,290,"329.528",51,NA
"897","aznliii","nKHrcmhaVmQ",8016389,3117,192,"333.716",33,NA
"8455","ParticleMen","eYLmphFu_e0",4357121,3117,110,"314.768",37,NA
"4370","gtenkspowrturk3","-MVxZF6721s",22670514,3115,548,"330.513",127,NA
"1284","BlackOnca","pXAqdO-kO5o",10883973,3114,309,"281.454",37,NA
"9745","saskatoonscanner","4qINMAMUbvA",2999794,3114,72,"330.932",136,NA
"5270","jehanr","TXkwOYeCT3k",16204941,3112,373,"345.462",38,NA
"1423","BobCaseyforSenate","gU2asTCxIw4",2938857,3105,69,"3.94117e-046",63,NA
"7292","mitch26","43KhJZhWbKI",20511066,3105,496,"330.363",343,NA
"7971","nicHoju","r43MIqvX9mM",4183405,3104,101,"329.769",6,NA
"6268","lilpaulbody","ABYL2-c0aN0",15886349,3102,391,"6.01348e-154",8,NA
"6099","LakeshoreEnt","ratC1BeyI58",2568079,3095,63,"320.775",28,NA
"6967","mdotstrange","i6qcHEf9r1M",14934668,3095,361,"330.795",316,NA
"10546","stacesanchez","ok8Iqb4qJxw",8159676,3095,252,"258.613",5,NA
"12227","Waterboi505","jhxGJtT8RLM",12586833,3095,299,"335.609",61,NA
"2681","dave777","WZ3VmeG3670",3940198,3092,380,"82.941",25,NA
"77","3horizon","YGeJMuX-jGw",25233873,3090,609,"331.014",12,NA
"473","amperordirect","doLmPQIUYp0",21097619,3090,582,"289.808",10,NA
"6564","luvinxyu","nfn_6VtJWwY",8241573,3090,227,"289.315",74,NA
"1598","BrittSK","4JAeMK5zkqk",2467995,3088,59,"329.081",11,NA
"7180","mikazeronetwork","Xt8MiHKCcpk",3412110,3088,74,"365.83",121,NA
"7733","naliakbar","mVXE2T7CxzQ",7318892,3087,539,"108.405",768,NA
"11911","Urgelt","jf0EiBeBEJ0",14259773,3087,350,"325.008",48,NA
"2678","dave777","TEonlHWEfuI",20853456,3084,597,"279.219",25,NA
"9511","rommelsmusic","e-eVhYBVvWM",3309602,3084,86,"307.044",79,NA
"7445","moony911","6a2T6-V4pNw",10982701,3083,269,"326.416",26,NA
"6560","Luuulu","0ariCArsva8",4587363,3081,109,"334.167",24,NA
"12491","xavounet33","8U4_C4RQUC0",6210186,3081,172,"287.851",11,NA
"10886","takarya","RYok6qhQJyA",4468877,3080,120,"-3.12995e+105",20,NA
"12089","vincentfries","Ep1e13JcprA",10141351,3080,249,"325.586",23,NA
"2768","DebManischewitz","VJnYFU4v9a4",7458106,3078,188,"2.16493e+016",15,NA
"5273","jellin1964","s_M2E-IQNkg",26795800,3078,646,"331.514",18,NA
"1964","charanzablep","zfPkj-QAGmA",10234517,3077,244,"-2.44076e+260",53,NA
"7275","missionquestthing","GQ-ejd355Yg",8189565,3073,195,"335.761",10,NA
"9060","quiksilverboy","L0M7BN3R0x4",9458777,3073,227,"332.257",447,NA
"10803","sweetteafilms","kUlPWveA1C0",15588032,3073,374,"333.046",110,NA
"9157","RationalResponse","UtyXMDbX378",2598241,3069,181,"114.032",186,NA
"10810","swerty24","kk5LP4mKtXI",3631221,3068,87,"330.895",37,NA
"5301","jessicapeanut","BB3JTYfOulk",2293066,3067,160,"114.4",190,NA
"12738","YunaKitty2987","I-I_NCC4Q54",7190583,3064,172,"333.428",24,NA
"10021","sharpeworld","sZfqPK5IHTg",7792752,3058,190,"5.40037e-217",76,NA
"9803","Schraffster","QA2mtfIKfrA",5464853,3055,131,"330.637",11,NA
"271","aguzal","E7jJ88gBDEo",3736697,3050,89,"6.0497e+088",25,NA
"12643","yiiis","OyNR10v0HNY",8763028,3044,248,"281.91",8,NA
"10866","T2Darlantan","MRecLTMQq7c",2946436,3043,116,"202.622",554,NA
"10171","Simppu","u01OwaO7wuU",14612375,3042,413,"282.453",46,NA
"11185","thegaymrpregnant","qaDUjwx_tgo",880343,3040,38,"182.275",9,NA
"1782","capo2001","lxz4vamBatQ",11296261,3038,497,"181.712",6,NA
"10123","sid9102","WSnmBRJfqcw",2453057,3038,59,"327.172",24,NA
"11866","UnderdawgsTV","pdTyEi_Pd6c",38896043,3032,1158,"268.466",96,NA
"121","aaron3molyneux","aRY9QURnHMA",3325997,3030,80,"331.227",4,NA
"475","amstelutz","g_UZFZBLuNg",10771968,3029,299,"287.409",44,NA
"11755","tymjar","xzGfJWsu6fw",13583535,3028,329,"329.607",106,NA
"12048","vidqueen567","HdBBMf3Oc8Y",12806156,3028,310,"328.987",10,NA
"2003","CheckItOutNowNYC","5AVfpzC74lQ",7097491,3027,280,"202.781",155,NA
"12704","yoyisstar","KBf5qmctPHE",9721293,3026,235,"1.20885e-169",21,NA
"7724","NadNareek","-nAIk8qhK-k",4676103,3024,235,"158.921",17,NA
"6476","lovesarevolution","e2Q_jy8sgLI",13165928,3021,318,"331.002",35,NA
"9237","Reinosuke","ANbvkDYC2iY",3424672,3020,83,"326.039",25,NA
"508","ANBUKakashi575","63gP3qV5aHA",6526694,3019,160,"324.822",30,NA
"1711","bwaje","pyrhsluh_KY",11992516,3016,291,"329.261",17,NA
"238","adycousins","qK-dLddBatE",8241191,3015,203,"323.229",408,NA
"10279","SmashTom","BwQ2Fd0DfpI",3256063,3015,89,"291.161",351,NA
"2310","conradoberg","8Nd6I_w3898",5809969,3012,140,"329.051",45,NA
"7015","Megaboh","tbJszMDQKi0",6398599,3012,176,"290.257",3,NA
"8816","plinstrot","bEkymTX6XyU",23116094,3012,561,"329.554",18,NA
"9093","radrico","QjpWNGnv8ws",13907128,3012,485,"229.082",82,NA
"2060","chico75pi","e7GVBt45MNQ",18066353,3010,504,"286.756",94,NA
"6565","luvinxyu","03sQHrYp1tY",4914895,3010,124,"316.602",74,NA
"9344","Riazy23","BM7_TebFS_0",6539386,3010,157,"332.765",112,NA
"8172","nyOPERAguy","GR_V4sKV_KM",17579426,3008,425,"329.83",59,NA
"2968","DiscGolfer","B8CeB1_4-1Q",4370051,3007,97,"-3.95322e+078",167,NA
"10885","TaiwaneseVidz2","AeXrIZ_uwTQ",23860714,3006,583,"326.898",244,NA
"10142","SiliconeraNickFricke","RO5n9-cOrt0",2456959,3003,60,"326.655",21,NA
"3222","dukevideo","JKMBAbxCQx4",7096421,3000,173,"326.871",57,NA
