"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"12324","WhyTuesday","Vlq98wVMNKo",7254192,486,177,"327.537",93,NA
"12261","weekendreview","xMq8zeKOZzY",2520663,485,59,"336.782",3,NA
"12388","WLQonlineMusic","w-OAiJGU44s",12863031,485,359,"286.099",274,NA
"870","awan3","QJ0P0rlDRcY",9774024,484,232,"335.559",30,NA
"6358","livingpassion","ChyxefliSPM",5082961,484,126,"321.637",151,NA
"11061","terryturner","AF21vV4z6xQ",8829049,484,217,"325.466",122,NA
"5094","jack9911","mOXhXoYOK7w",1850133,483,49,"300.015",159,NA
"1905","cerberus49","j6IdXDz-xbI",15431252,482,374,"329.069",23,NA
"7924","NewMexicoPBS","wNIXzqvlqMg",12950670,482,313,"330.456",344,NA
"12561","xOneOriginalThingx","mmn9hKTqHRY",8965654,482,214,"333.8",12,NA
"159","AbuAfakski","GY5qcLX-5pE",5443160,480,131,"330.671",52,NA
"855","auweia1","G82hUQ9YqxQ",4597763,480,110,"333.934",232,NA
"3017","DjSergio84","WBY8M2JiepI",11206884,480,273,"327.601",75,NA
"10010","sharpeworld","1Lu9Yg4fYQ0",4869382,480,119,"-1.9612e-162",76,NA
"10163","simmieoc","QvTVwpYe16c",939973,480,22,"337.752",7,NA
"10258","sloofuss","yUGZIS3dJKc",6941186,480,263,"210.235",58,NA
"11619","trorb","vsCA5nrRh08",9775109,480,237,"328.638",48,NA
"239","adycousins","9xzsuFhVJgc",7601121,479,185,"327.41",408,NA
"2731","dbailey62","awQS_heFprs",24818728,479,599,"331.257",18,NA
"12068","viewimages","bfRsvTkQr_M",3035471,479,175,"137.61",25,NA
"12267","welcomestranger","DFRjme3Hw0U",1299036,479,33,"314.04",336,NA
"7749","nalts","cPJk1xT97Ng",2596664,478,61,"340.513",696,NA
"2456","CTVProductions","KETMpvCIUj8",3928211,477,93,"334.416",57,NA
"2270","Comboland","TyND17F35gM",7965116,476,191,"332.578",42,NA
"4504","haringbuang20","l8KGHrXCCoQ",12233297,476,292,"334.073",16,NA
"7641","musicom67","UXKdOR-Gs90",9074652,476,222,"325.746",189,NA
"5104","jackdcrackisven","Y3assJ8ZPFU",13406688,475,340,"315.03",63,NA
"7642","musicom67","31A6DTOvfaU",9511203,474,232,"326.519",189,NA
"8783","piscue","tPsfj7jZP-0",6197457,474,153,"323.862",98,NA
"11492","tokyostormtrooper","EokF1I7HvKE",8697145,473,211,"329.25",50,NA
"5075","izika1982","31VL3XH-5e8",5172385,472,124,"333.305",32,NA
"5670","jwwetzel","KSjCSJlwlP0",9733085,471,234,"332.606",74,NA
"12507","Xehanortissexy","7Fxfhf-f5iw",19546821,471,493,"317.031",35,NA
"342","alanden","EgAOhLIrN60",3029572,470,69,"348.831",33,NA
"11145","TheDaily","-8Bu8sHBfaQ",7193163,469,172,"333.577",157,NA
"11412","tillc","FvmFk60_Mqg",2608278,469,85,"245.13",12,NA
"1786","CaptainBadass2006","sBOASUv02yI",20572424,468,495,"-7.95412e+303",13,NA
"3711","flashrock","g2bSkn3kyAg",37578410,468,1504,"199.629",333,NA
"9678","sambaron2","wZKj4Vf66cg",11604692,468,281,"329.61",17,NA
"892","ayumilove","1VKksbots7g",21187256,467,591,"286.508",197,NA
"6236","lethbptl","NAxULU3mA0U",15228666,467,369,"330.164",434,NA
"7717","mzpregnant","dgaUeM2nnXg",3541110,467,138,"203.272",17,NA
"12391","wnwz","4-kNTXrfTDo",17744053,467,435,"325.844",145,NA
"12503","XDarkAngelX23","tNUnPuJCoDE",8035283,467,193,"331.602",17,NA
"6224","leon308","xeZo7XcsPIk",3553526,466,68,"415.187",128,NA
"522","andreocb","KPITwq_hhh0",9979618,465,231,"345.509",5,NA
"7735","Nalora","whihCz3cJKU",19692673,465,572,"-2.45868e+108",250,NA
"8699","PhillFlash","nc8-MBEF7SE",2718225,465,64,"335.217",370,NA
"2162","claireburch","n9mYRBGBJDQ",20087400,464,489,"328.105",6,NA
"5403","Jobbo85","m5m2YDpIafo",2816428,464,134,"167.659",12,NA
"3044","DoctorOhh","cSm9F1usUJQ",6680768,463,158,"336.193",84,NA
"12432","wowguide","HnkcvYm0rf4",10396634,463,252,"328.892",189,NA
"5022","Isaac0711","ySveI4qaZnE",11286150,462,286,"314.348",13,NA
"9321","revdionysus","34k9vZ8XXfI",8738808,462,494,"141.476",17,NA
"871","awesomejohnnet","L9XEtAdO08w",17555949,461,424,"330.97",10,NA
"4255","gonzaloguede","pFOoyJUlB68",2866811,461,68,"332.624",20,NA
"5784","Kelonzi","Psr2DIbthR0",1809652,461,45,"317.13",23,NA
"6197","Legedevin","Q40o3I5FPiU",8759512,461,214,"327.109",132,NA
"7464","MoRPheuS2906","kVQJ7Jfi4SA",4139743,461,99,"333.499",56,NA
"10506","SportacusFromGermany","V7US6aE9oDk",9502205,461,263,"287.941",14,NA
"11065","TEthePres2006","DudLtOqy4yA",9134505,461,221,"330.455",31,NA
"12354","william3883","ipYeuRw9h5w",5099580,461,122,"333.442",28,NA
"5529","Joselite2007","Vg6r9RcPn-E",12609520,460,298,"337.643",219,NA
"12415","WookieFragger","RQsUuZMRQaI",8334258,460,200,"-1.8131e+016",129,NA
"830","austinmayor","kBwdWfNPoA4",14525703,459,577,"201.263",19,NA
"2534","daligoddess2006","1hrQPCMxeP0",6793533,459,158,"343.119",144,NA
"11253","theoriginalcrys","ERpa_lrT70M",2339312,459,54,"340.686",7,NA
"6211","lemonette","73cuha9Oq58",3381798,458,81,"332.33",170,NA
"336","akz32","6AGxrEwzNpo",6369877,457,152,"334.154",29,NA
"3755","footage123","1gFNkVY3jAo",20629738,457,504,"327.043",63,NA
"6522","luke123","wXHh0p9WE_o",4109780,457,98,"331.22",3,NA
"9892","seeprogress","gMrdlkH-z-Q",3274836,457,129,"201.983",462,NA
"10933","TaYloR360","tkzMok20LYU",5583880,457,153,"291.165",24,NA
"420","Alphacat","tyZdwssIg2Q",11455810,456,273,"335.168",189,NA
"10361","snoutout","WEvDWsC44gg",1708386,456,37,"360.781",8,NA
"10741","SuperGenerous","QLigKnmSzu4",14889539,456,359,"330.902",7,NA
"1278","BlackJaPanther","1W6mY97nqDg",29644343,455,729,"324.748",80,NA
"2318","contrivial","gVBll5CVQFg",3945380,455,89,"352.683",55,NA
"4080","geeknews","WTLbbXcMQxk",6274985,455,158,"316.842",98,NA
"5886","kingmaker104","vVN_pLl5ngg",14843858,455,360,"329.743",11,NA
"6424","Loquesto","UOLaxwp-bLU",2619330,455,63,"329.596",20,NA
"11292","thesnakechild","x81UUkGOb7s",9916752,454,276,"286.773",38,NA
"1901","Cenarey","9Fcb3jcBuLo",8518030,453,299,"227.281",7,NA
"3743","foblovesme","J1rLlDnyBrY",8628384,453,209,"329.583",50,NA
"5352","JimmyHook","zf0QM106zH0",11995324,453,294,"325.83",25,NA
"7644","musicom67","uO-gWgDDj1U",7110718,453,174,"325.292",189,NA
"9644","sadtosay","jDObm3TXSZs",22475617,453,542,"331.049",113,NA
"2225","CNETtvTheQueue","xBC-Q9dh5M4",5615205,452,135,"332.163",47,NA
"6046","KuzzyKia","LNhH4PrYiBk",21540939,452,599,"287.432",3,NA
"7759","namastemedia","Kud9xj047fg",17046574,452,412,"330.331",29,NA
"9199","rebelde4ever2006","gCeA2lHt6lM",9481589,452,228,"331.574",29,NA
"10496","spinacz","NISnt69YCx4",7535970,452,200,"300.151",80,NA
"4930","ImvolunteerE","z3PJJsPMIEw",15018043,451,427,"281.006",189,NA
"6775","markapsolon","eM5KgElVlyc",15769638,450,377,"334.33",75,NA
"12662","YohAsakura1989","iSnvm4eBNvQ",16452486,450,461,"285.435",28,NA
"2991","divinejudge1","OXqOYJDiilo",8447965,449,208,"322.545",154,NA
"3082","DoubleWind","cEgus5OCBBM",8477188,449,204,"332.007",52,NA
"4979","insaneshayne","d2385gh0GD8",6394093,449,145,"351.664",149,NA
"9169","rayloskii","l-d-hTJT2qM",9524219,449,229,"331.477",1,NA
"3940","Fullmetal59","fDn9-T2WrHM",7379952,448,175,"334.821",10,NA
"6863","Matt13333","3ne2HlRMGX8",884336,448,25,"275.605",10,NA
"7141","Micfri","SKIhlgkk1aU",40697968,448,987,"329.535",66,NA
"7686","myheartisbeeping","I-cm3GF-jX0",15037400,448,363,"330.548",15,NA
"11678","Turkkan34","rQYwyHfHFw4",1648326,448,47,"271.829",15,NA
"4271","gootubeconspiracy","xLECCSqYQ98",8700071,447,210,"331.41",24,NA
"9471","rockinjellyfish","jbJDBEcqCXo",3106187,447,75,"326.609",55,NA
"10544","ssx333","qwE4GTMb1a8",7503946,447,298,"200.535",73,NA
"11664","Tuber77","AjaevxTBygA",4885614,447,298,"131.11",188,NA
"849","autosam","fik5hGrR_sM",5139757,446,186,"220.567",121,NA
"998","Basra76","xzxN8X0dUao",12101300,446,400,"241.188",32,NA
"6500","lucass1","2QWMcVShU7o",10936620,446,269,"324.22",3,NA
"7343","mmtarng","1c_bblCi2qw",7391463,446,177,"332.633",20,NA
"8480","paulagloria","Kpmlr7ZpGnE",39865500,446,980,"325.293",599,NA
"9059","quicktastic","kW7WbHf8-Tw",13041515,446,332,"313.65",3,NA
"11552","towgunz","hXGE1GGTHzM",3295878,446,73,"2.18159e-112",10,NA
"9740","sarouyucgan","TVvk078mgkI",14954948,445,361,"330.009",66,NA
"1526","brannonery","3AQz8XM_lek",14647822,444,353,"330.734",24,NA
"4372","gthomas","h3gs1rTKHO0",109465291,443,3168,"276.375",21,NA
"7761","namina13","VhQ-b0vcALU",8970339,443,267,"268.658",19,NA
"12236","wayman29","cCXsq1cHqII",14620547,443,571,"204.759",340,NA
"1037","BBHCrew","XfVrcoRmF9M",20939172,441,521,"320.843",203,NA
"4984","InsomniacScott","b1oFUyj_fYQ",15666801,441,437,"286.27",90,NA
"5528","Joselite2007","igV0ZjWtYVk",17717918,441,420,"336.813",219,NA
"8256","one1xtyme","PXcuE7o1xg4",9365203,441,228,"327.737",38,NA
"8892","porcelainchic","p6JXu5A-tFw",4935021,441,110,"356.131",10,NA
"12640","YFilm","vmkxfEjPmtk",7230139,441,174,"331.859",25,NA
"47","1978jamesbx","AL3QhLPXLwc",362846,440,14,"199.321",301,NA
"547","anfitrionasperuanas","IEoPLIzaxa0",10553314,440,256,"329.695",83,NA
"911","B27fan","2DjgcU3_CTk",13159841,439,315,"333.609",10,NA
"6647","Magitek111","IEbX-L1UCXU",6214804,439,146,"337.989",14,NA
"9881","seeprogress","Eb_P_joeKsU",9957781,439,399,"199.259",462,NA
"2900","DiegoQ05","h--FRyE7YZo",12287837,438,298,"329.541",120,NA
"9903","SEIU","5s8o6FDZrcg",8352174,438,201,"332.148",267,NA
"327","akirakun9993","0H7CJ2N3X4k",1127745,437,27,"322.942",23,NA
"8861","Politicstv","swU26scrFc8",27690286,437,669,"331",782,NA
"10189","SirPuppet","UaYpkeWdHjs",4991748,437,117,"339.722",80,NA
"2955","DirectorCM","xM-rgDUzt9U",19956128,436,479,"333.171",48,NA
"5536","Joselite2007","Nwo2MV9ZEck",17018873,436,403,"336.987",219,NA
"8361","ottodix","loefSFyvBew",4513415,436,195,"183.934",23,NA
"1392","bluezombie10","2jOndF2_SUE",13574042,435,329,"329.363",57,NA
"1424","BobCaseyforSenate","ZI7UOa_yXAg",7375792,435,172,"342.474",63,NA
"4658","histocat","ld_nQepsZqA",20807917,435,599,"2.33517e-250",198,NA
"9251","ReluctantRedneck","kUn9xxaeKvU",5534033,435,133,"332.251",68,NA
"11059","terryturner","P05yU_inO30",10648993,435,260,"-1.#QNAN",122,NA
"4688","holaktalestas","G36sgIsPxW0",1116077,433,26,"330.765",51,NA
"5026","IslamandFriends","KO8b45YLxpg",4878137,433,189,"205.955",207,NA
"10281","smellysockgirl","OqJuqmjsJBU",4526457,433,179,"201.461",21,NA
"11243","theonekk","ESpK8rUpfg4",18738866,433,458,"326.84",3,NA
"11741","tymjar","dk7raR00Q94",9287588,433,228,"325.573",106,NA
"11903","UpDownMostly","aaH9ErDAc8k",1560940,433,107,"115.218",241,NA
"2229","CNETtvTheQueue","mprqFUKw8AA",6670575,432,159,"333.956",47,NA
"7091","messville","G0OizifataA",13506975,432,326,"330.454",72,NA
"11454","tmanturner","KzS8-fsFGFs",18750164,432,521,"-1.#QNAN",22,NA
"2840","destinycrasher","cHpHnIcuwbM",10612580,431,263,"322.41",17,NA
"6471","lovemecuzimstupid","CKyMGBTXNak",6494233,430,176,"294.506",16,NA
"6540","lumac","oQ6hg4LOjrw",5141256,430,161,"255.342",49,NA
"7239","mingoi313","wIwCOdHQgfc",20500061,430,575,"284.869",120,NA
"7704","Mysidia","hzgyMYhncwg",8989125,430,224,"319.922",115,NA
"10742","SuperGenerous","Y57MJqqCZFU",18689613,430,450,"331.485",7,NA
"3305","effusionsoffancy","gNlPv3W_ua0",12030151,429,289,"332.38",39,NA
"5069","iwantalugia989","smy6CP7vE7w",8251820,429,229,"287.644",22,NA
"9337","rgunn4","3ZrKrETQ2GA",18860548,429,453,"332.604",19,NA
"11789","ubseymovies","c83QQzQ7Flc",70267085,429,1710,"328.62",34,NA
"8447","parkinstein","s98Hb3W-Qtg",19976378,428,486,"328.141",10,NA
"8457","Pascalmusic","e5xi28z7t6Q",4652021,428,112,"330.455",11,NA
"10716","suni2h","iPNHgnYA0To",7667451,428,184,"331.863",11,NA
"2232","CNETtvTheQueue","o0l1HcX9N1A",6451432,427,154,"334.36",47,NA
"7822","nealpeterson","4u5O23gyNfo",5505438,427,243,"181.033",14,NA
"12253","weberstudios","ExsDv5Oktf4",799896,427,25,"250.566",53,NA
"8701","PhillFlash","zQJK9oa8ofY",6004391,426,152,"315.479",370,NA
"6762","Marihani","8b1OlFFbQm4",10542301,425,159,"527.775",51,NA
"7114","MetroGn0me","IkDHa0EKEsM",3497422,425,170,"163.747",18,NA
"8124","NothingLiquid","Srm2eunZkbE",15648070,425,453,"275.397",54,NA
"9880","seeprogress","DM1Pc7ESZXs",11042922,425,442,"199.789",462,NA
"10477","speddling","g0tC3siCJI0",15551681,425,372,"333.871",26,NA
"10746","SuperGenerous","xG9sMBEWMvg",10729981,425,260,"330.054",7,NA
"1058","BeasWorld","avp8gVEhBoM",1864278,424,118,"125.981",11,NA
"2824","Denyaofdarkness","AxjfI5lT1rs",26611568,424,645,"330.002",0,NA
"5878","KingdomHeartsGirl87","_Klah_J-_nM",8958173,424,201,"354.028",125,NA
"5526","Joselite2007","MKyFxppsBwc",15964667,423,378,"337.192",219,NA
"9470","rockinjellyfish","qtEnQh8lnH4",696102,423,16,"338.369",55,NA
"10563","stargazergirl8","raGbGi_bZto",6724732,423,173,"310.348",43,NA
"3366","elliotlar","OEE0sFJgL-Y",1054029,422,29,"281.338",50,NA
"8254","ondowan","aEi5pO32ZHA",14901048,422,375,"317.579",12,NA
"4586","hellorodney","ZIBbV__xAS4",16711604,421,1154,"115.719",316,NA
"12058","viewimages","u66Rm_6iAX8",7475980,421,179,"332.433",25,NA
"2878","dfordon","7SxuCiD0LPQ",7874963,420,190,"330.514",6,NA
"6685","makes69","0cQNi7t2xbU",11384459,420,278,"327.001",113,NA
"10412","SomedayBeloved","j1TWdkMENUY",7103247,420,170,"333.616",22,NA
"2552","dancingherdance2006","koyQlP-JFhk",7538547,419,179,"336.256",49,NA
"5610","JuliaLenaFan","-br1V1YsxEk",13071005,419,320,"325.269",105,NA
"6303","Lionsgrrr","VwS0Nv7WWdU",3123994,419,70,"353.057",185,NA
"7161","MickeyToss","IbPKaIozS-c",11475756,419,283,"323.555",174,NA
"8040","nisisse","UnQgz1lJY30",23893230,419,585,"325.736",27,NA
"8075","noddybaba","ZK2l7AtpOWA",11907798,419,290,"327.992",611,NA
"10455","southernavenger","VKnKwI80Yn4",9732698,419,230,"338.366",142,NA
"2853","Dethmeister","9Ct96gdK30g",11811924,418,281,"335.091",35,NA
"4744","houstonpenny","Vnjs6DVNUh8",4689012,418,101,"368.182",26,NA
"7855","NeoBen","yCN0RmrMeHs",85087670,418,2059,"-2.93501e-303",87,NA
"1050","bdevore76","TvrchuQSEfg",17605647,417,426,"330.287",37,NA
"4810","iamthemasterchief","jSQBDZezByA",1164473,416,29,"310.784",21,NA
"6720","ManicSewingCircle","EZb5ZHFraI4",5570228,416,168,"264.126",12,NA
"10149","silverbeth","SEOdcTdZfTA",2624007,416,61,"336.329",14,NA
"10583","stekkew","FnMHVAU4ybM",3079608,416,68,"359.509",15,NA
"4942","indigenousblue","O6bQs4OYNw0",8082413,415,224,"288.383",108,NA
"5931","knikben","010ucHVYb6s",6489713,414,157,"330.014",94,NA
"6776","markapsolon","kdRe3uOfS6s",35215764,414,839,"335.482",75,NA
"9250","ReluctantRedneck","weo7eCtghy0",10116789,414,240,"335.787",68,NA
"10114","shrooki","49a-HtEHJ9E",9896864,414,240,"329.393",273,NA
"11421","timmerp","WB2gWXUjpV8",17490249,414,487,"286.904",53,NA
"1684","bunsandchouchou","DzRXJGhJVJo",7881737,413,190,"331.662",79,NA
"8367","outlawfilms","a2RR3DRUc3s",7321854,413,180,"324.292",56,NA
"9473","rocklee127","LhSf4BeaJ7c",25933906,413,627,"330.358",12,NA
"12549","xlaurenlizx","vfGmf-vYHVI",3460676,413,82,"-5.66263e+031",10,NA
"1461","Bongos8888","oCZvAxb29IE",10088518,412,241,"334.444",10,NA
"5405","JoeBobOneHalf","Gtp3UdS13Fg",1026554,412,40,"203.281",358,NA
"9975","shadowcat2344","v_aZwhwxKNM",10233613,412,243,"336.813",11,NA
"10920","TaoK69","b2kolQrIw9w",2302861,412,71,"255.846",5,NA
"278","ahkwon","2HRSwa-1a4k",4975977,411,120,"330.636",83,NA
"1737","cacjr","qEnrCINJzfc",3281629,411,54,"401.638",10,NA
"2885","dianacwolf","T-1_IISUWYw",2542258,411,62,"-5.34687e+303",76,NA
"3049","domainfilms","FBopnYSIZro",28918960,411,700,"330.146",182,NA
"11227","themightythor1212","UWm_2xxBduI",15253837,411,370,"328.864",332,NA
"1065","beauch","xi4bWb7wGJE",1533577,410,43,"283.167",128,NA
"9161","Raven1907","DKnNhcU-SRU",4495016,410,147,"5.37795e-299",5,NA
"9865","sebas71","Qe_1En_dkvo",20526326,410,495,"331.396",54,NA
"11533","torres182","mM8QmmZLKxk",4194103,410,101,"329.515",4,NA
"3252","dzmowatt","lFOY2jWBfxg",5412447,409,151,"285.297",2,NA
"2136","chroniclet","8HXi2szrE_I",1448954,408,48,"265.449",540,NA
"2551","dancingherdance2006","qLpDGYPoLww",5189417,408,120,"343.451",49,NA
"3640","FergieFreak","KqtG3mNLLYU",762679,408,18,"338.18",74,NA
"9967","sgbnyc","Ux2TXDXY8N4",20831731,408,505,"329.924",81,NA
"10444","Sosgroupie","K3qjDdvkRZk",2262033,408,152,"118.249",69,NA
"10865","T2Darlantan","_VNxKCUlY2I",8262137,408,327,"201.393",554,NA
"297","airwick79","nNkxmDIV5tg",10491771,407,250,"334.541",18,NA
"8810","PLANETWALKER1302","P0ep9R5Kwks",18951684,407,527,"287.124",34,NA
"9053","queenofskiba","JTARo_pn9_A",2356377,407,63,"296.047",54,NA
"11179","theFone","qkaAuvCstvI",5925996,407,145,"325.91",19,NA
"9790","SceneStealers","gCGBo-EaNdQ",12387444,406,311,"-1.#QNAN",80,NA
"12061","viewimages","Lh_YJbqtAwo",3047636,406,180,"134.647",25,NA
"10652","stuartthefirst","Tfpha8wszjw",4560872,405,190,"191.777",6,NA
"5533","Joselite2007","LvmxG2LqZVU",18013740,404,426,"337.309",219,NA
"9882","seeprogress","WktpQfsYCMo",5756506,404,229,"200.27",462,NA
"7087","meredithrose","_dYUEV2xpIQ",4413510,403,99,"353.277",5,NA
"11333","TheXcorps","nUqwNJww-s0",16271848,403,398,"326.458",61,NA
"2846","destinycrasher","zmHpwD_63Po",9705768,402,234,"331.461",17,NA
"5181","JarvisGanon","_CQr5E0KL74",7709505,402,185,"331.736",155,NA
"7913","NewBandTV","5KbLTh7-WYM",14920505,402,361,"330.458",12,NA
"7424","monyrotten41","5q3Cae06klc",1880997,401,54,"275.946",25,NA
"267","agroth","xrsLpn0I-sA",11435568,400,283,"322.32",12,NA
"658","aquachik14","XJ2qm4Tbk_A",6245179,400,150,"331.937",144,NA
"6991","Medialink","7C2TsaxEc1Q",6332785,400,152,"331.09",557,NA
"9516","RONALDINHO2110","1oviEkrXoDI",3741533,400,89,"333.858",113,NA
"3114","Dragonhood","fmUwUURgsX0",12084438,399,294,"327.629",100,NA
"11062","terryturner","2L1WQtmeK-8",11337487,399,285,"-1.#QNAN",122,NA
"12474","X0SugargirlX0","cAH2dx0jx4M",3508909,399,87,"320.393",136,NA
"4801","hzl333","urdNzd29teE",1808779,398,107,"134.261",40,NA
"8697","PhillFlash","9kXXi_2ZFDk",5788678,397,157,"293.851",370,NA
"9953","sevenknees","IAILNa7HiMc",2341903,397,57,"326.388",36,NA
"748","asiandaddy","jmqy7CU1-UQ",2989211,396,94,"252.727",7,NA
"7346","mmtarng","CH_LqE6l3KU",2696528,396,63,"337.893",20,NA
"8086","nomongo","x02b5OHahvY",10253511,396,253,"323.185",6,NA
"2165","clampsno1fan","TYJfgqMSEhQ",9299021,395,262,"282.678",7,NA
"2233","CNETtvTheQueue","WS7Pf301Qsg",6896494,394,163,"337.266",47,NA
"3799","fosterhere","aQypB03fnSA",12027562,394,291,"329.722",49,NA
"6289","LindyLibrary","vxP3VErR6HU",60616968,394,1489,"325.491",77,NA
"10907","Talljim01","uMz85fAOrPk",5451304,394,122,"356.776",294,NA
"700","artbell","4AaIIxrJKFY",3501860,393,83,"332.802",73,NA
"4429","Hadeki","OLJZdrOiGrM",9005974,393,218,"329.076",9,NA
"5653","JustusKroger","s_-pjudnV3w",8466260,393,203,"332.792",32,NA
"11833","UltraNeko","kx19dt9d-H4",11788828,393,283,"332.969",88,NA
"2053","chickenbone","cXP8d0ewEAQ",6159382,392,154,"317.987",163,NA
"2228","CNETtvTheQueue","WJEoU_dMnsY",4470613,392,107,"331.987",47,NA
"3625","fcwbaker","u6PXLwuUfh8",2215169,392,147,"119.361",161,NA
"4812","iamthemasterchief","62GXmguPGQ0",1214470,392,30,"313.472",21,NA
"12663","YohAsakura1989","E-LVAn391yY",7843150,392,220,"283.899",28,NA
"2337","corinarickman","mLuvWwfxRIY",9654334,391,235,"326.708",17,NA
"11335","TheXcorps","vI5JHpwoL_4",7246286,391,176,"329.26",61,NA
"1429","BobCaseyforSenate","f4P8kUTmaJM",2960644,390,67,"350.479",63,NA
"3894","frightcatalog","qq2aivwlXWU",1194855,390,32,"292.94",58,NA
"5771","keepitwarm","bLal7NMJu4U",1691441,390,50,"268.862",18,NA
"6639","magicandrei","H2nryWp8PBk",3589923,390,92,"309.112",12,NA
"12775","ZanyBear","JfTUvQ9yByY",5451072,390,128,"336.92",45,NA
"980","barganews","OUeN4DhCIFw",5125505,389,124,"2.00043e-289",419,NA
"8774","pinkymccoversong","38cnQpAu3s4",5260946,389,131,"319.466",91,NA
"4820","ibestefyo","qbeJCOjyBkY",9143745,387,222,"328.524",6,NA
"12429","wowguide","Yhbhz2Sblek",11068056,387,267,"331.383",189,NA
"112","97ProductionsStudios","3XuS7cLSi1Y",9866693,386,241,"325.727",32,NA
"6433","lordmsd","wRLvMJvL2Fs",2138726,386,63,"270.659",1,NA
"10861","T2Darlantan","q06PEPoYqQw",13999946,386,552,"202.685",554,NA
"2405","crewmiles","qWtIClUhZlw",13150261,385,323,"324.923",58,NA
"7352","mmtarng","3bZt6KGCd5o",2996858,385,71,"337.583",20,NA
"146","abcilovesyz","npTw2JHoXXU",5433295,384,132,"328.926",20,NA
"2407","crex81","Uplopf_r1LA",9249431,384,247,"298.38",90,NA
"3194","DrumTVShow","br8O8DKzbSI",9366130,384,224,"334.44",517,NA
"4218","godfree7","TfNEn5qKKKU",18808387,384,458,"328.305",271,NA
"10997","techvids052006","Ik87YYKE3ps",6107572,384,149,"325.843",651,NA
"12037","videoboxing","yHqjqU8X_KU",3548923,384,85,"330.48",12,NA
"3672","finalCrystine","c2E-hfrqKS4",7569969,383,205,"293.928",17,NA
"1802","CarlisleCockney","k1ftYm-cxM4",11943187,382,330,"289.127",358,NA
"7273","missflossie","GMSqgqta0ug",2750374,382,63,"345.692",46,NA
"11498","TombRaiderCentral","2uhp5RnEqUU",5057183,382,128,"315.017",70,NA
"1643","btermini","MDKw5l2eZA0",20112375,380,482,"333.666",0,NA
"1852","cbell06","MX9hmn_CNhU",15720259,380,379,"331.325",15,NA
"2223","CNETtvTheQueue","G9QBYnfu0Tg",5190691,380,124,"334.751",47,NA
"4885","iLoVeToKyO","GpDmlDiPaJE",10854549,379,265,"327.072",24,NA
"4947","indigenousblue","_vwuD1wOVTA",8391991,379,230,"290.77",108,NA
"6706","mamaboysnme","WcrQ2PN2Siw",3578954,379,85,"333.764",2,NA
"7125","mgris","-3BiyuFoO0g",13297337,379,323,"328.516",48,NA
"1121","BereanBeacon","pF8-UNiAwi0",9897856,378,236,"334.273",1148,NA
"2531","DakotaFlax","BVNGzI7aFQs",5635695,378,142,"315.532",19,NA
"2442","cseasons","LY6WZPfDuo0",4665052,377,113,"327.47",71,NA
"3742","fmgoss","qSWV9Zg_qQI",16833459,377,417,"321.907",5,NA
"4883","iloverentx525600","Nwg5yKq0xyw",4561054,377,110,"331.589",9,NA
"1503","bpianist","OXPbIM7BdNY",11177528,376,270,"330.869",35,NA
"4531","HatPerson","FDFYwrOgsi4",25542084,376,616,"331.098",53,NA
"8516","paulliddement","grbr4xXuQog",39511701,376,961,"328.679",36,NA
"9218","reece12188","SIDArO4wwxw",24530532,376,595,"329.382",26,NA
"87","4dcarmit","r72h6xKPQe8",7637927,375,186,"327.581",5,NA
"1438","BobTrout5TH","XcurRsy4GRM",438970,374,28,"122.982",45,NA
"3546","ExperimentsinHonesty","nrufaNvJj04",6984427,374,164,"340.123",44,NA
"6364","LizBizToo","aQyG56u_J54",24145509,374,584,"330.233",62,NA
"12641","yhancik","OyDf4h8cgo8",9087651,374,221,"327.512",25,NA
"4856","ilamvm","wFsJOjVSG88",9016482,373,215,"335.238",80,NA
"1014","battim","r6bIAjSR1pA",14770524,372,349,"337.794",171,NA
"3235","dustypuppy","n0nn-6hVyXk",11975429,372,289,"330.875",68,NA
"4962","infomercial","F84CqBYqTEg",11431074,371,276,"330.568",153,NA
"6981","Medialink","AGF3VKZFEXM",5946167,371,144,"328.773",557,NA
"9460","rocketdog7","S8onrzOrKIs",7626139,371,186,"5.97288e-299",13,NA
"9931","serhat1","dEPoAUw2OB0",6150589,371,145,"337.532",90,NA
"11582","travelvideo","W-zMOVtOIrk",2587523,371,61,"334.022",174,NA
"3863","freedomquest06","55-7TihTXJM",5549331,370,132,"335.735",2,NA
"4843","iiaen","oxdKcLU-WmQ",11572677,370,277,"333.145",114,NA
"5540","Joselite2007","W3o7cbRjNb0",18395665,370,435,"337.681",219,NA
"12450","wtftv","fK7pvQeKzs8",15593300,370,378,"329.523",249,NA
"7920","newcarcaviar","8nXybjdyVDA",9282408,369,236,"313.836",13,NA
"9893","seeprogress","RBn-7sunI1g",7423680,369,292,"202.506",462,NA
"10357","snmalone","-75jI8krVzA",5472773,369,131,"333.311",18,NA
"10708","sunagirlie","acJ2lJj-TWw",9452053,369,232,"324.151",22,NA
"9263","Renegaderz","uh7281tBWmY",734988,368,21,"264.681",17,NA
"11203","thehotline","F07XjJITRHE",13793299,368,340,"323.938",138,NA
"12859","zilkenian","sCWSu_MqAS4",11613711,368,326,"284.429",40,NA
"5962","koodakus","w2h6w9wV24k",11497127,367,281,"326.839",18,NA
"11409","tigerwoulds","e7RiyA0_Xfk",10473966,367,253,"330.624",80,NA
